filename,xmin,ymin,xmax,ymax,class_name
14_024_3_0035_bmp.rf.bf15ed54810d27c6ac2f12b973b795bf.jpg,105,96,116,110,Stenosis
14_084_6_0047_bmp.rf.bf518462b00a69fbd1c15fab492366b1.jpg,135,72,154,89,Stenosis
14_096_6_0047_bmp.rf.bf33f142db56aa67e321659fdfdf28e0.jpg,69,62,100,72,Stenosis
14_044_1_0047_bmp.rf.bf58f91de5bf2512d4d57b2ac799e989.jpg,61,50,68,57,Stenosis
14_028_1_0036_bmp.rf.bf01e836657de64c306dec5571f69c2d.jpg,63,65,80,77,Stenosis
14_028_2_0080_bmp.rf.bf8999af8cf0a837f9a0ff991ae90fb1.jpg,75,28,94,39,Stenosis
14_048_3_0033_bmp.rf.bfb99d390a381efd20332984553c9086.jpg,110,50,117,56,Stenosis
14_021_4_0038_bmp.rf.bf1296fde9e5e402248b96f68e1ed3ea.jpg,83,104,116,122,Stenosis
14_085_5_0040_bmp.rf.bfcac3563ee53055fb7e67f676c7f7a3.jpg,82,33,111,43,Stenosis
14_021_1_0086_bmp.rf.be8e4b848fb33231bcea5f576b723437.jpg,59,148,80,161,Stenosis
14_029_2_0059_bmp.rf.bff05aed157ece657de48780d881791d.jpg,62,74,74,88,Stenosis
14_062_5_0046_bmp.rf.bfc06859a4fa354125b53144d81992ec.jpg,29,101,39,119,Stenosis
14_051_5_0032_bmp.rf.bf1978db356953d029e19dbfb549c0ef.jpg,73,56,95,64,Stenosis
14_021_1_0063_bmp.rf.c00a469d7c1ac36bc758302687a2d204.jpg,43,160,74,172,Stenosis
14_092_2_0039_bmp.rf.c04b9bfe980f875b8232d4f515be3095.jpg,103,37,120,50,Stenosis
14_034_7_0045_bmp.rf.bfa9d019bda5311bb55a8aac32e06754.jpg,72,51,82,62,Stenosis
14_042_5_0033_bmp.rf.bfbe146bf72d2160a64eacb142cd995d.jpg,79,96,85,105,Stenosis
14_048_3_0038_bmp.rf.bff28059aa2baa464fd7afd01d04dfe1.jpg,112,50,118,57,Stenosis
14_095_1_0050_bmp.rf.c00f7d112a656df03ac9e59627cf71c0.jpg,152,140,170,150,Stenosis
14_029_1_0059_bmp.rf.c06f9a649a821799e991170a5523998c.jpg,90,83,106,96,Stenosis
14_034_6_0028_bmp.rf.c022d389c563800cdaca01ae66bf0a56.jpg,63,43,72,57,Stenosis
14_021_37_0043_bmp.rf.bf6e054bc20ae8716d9d6dfb6dbdebb3.jpg,80,192,106,204,Stenosis
14_095_4_0022_bmp.rf.bfa1bbe996f55910e1880f8f3f95f82d.jpg,50,114,64,123,Stenosis
14_062_2_0085_bmp.rf.c06bc47b57e648715ee16ef4d5909c5c.jpg,71,35,88,49,Stenosis
14_084_3_0031_bmp.rf.c089dba4d3c5cb7743e07dc8e3701b2a.jpg,41,59,51,73,Stenosis
14_084_7_0038_bmp.rf.c035a6cefdd7067262547b414c2fbda4.jpg,45,67,58,88,Stenosis
14_007_5_0122_bmp.rf.bf16ee2c12ecf339e34de5408cb054c3.jpg,125,62,136,74,Stenosis
14_055_8_0023_bmp.rf.c1bf7145f2588d7005f797655b70bbaa.jpg,65,78,80,86,Stenosis
14_076_3_0020_bmp.rf.c084db32493ca1bfd1d342e7eed5c976.jpg,88,80,120,87,Stenosis
14_026_2_0041_bmp.rf.c09145473f212c9672e0ad175066ba26.jpg,59,69,71,81,Stenosis
14_053_2_0050_bmp.rf.c11ebe1822053eeff96c2161392d79b5.jpg,53,88,75,99,Stenosis
14_024_5_0041_bmp.rf.c0b4e18b018864df90c01772fe81e14d.jpg,120,27,132,39,Stenosis
14_049_4_0028_bmp.rf.c09c02d9fa8c77b74e4d522385874b91.jpg,97,39,105,43,Stenosis
14_085_4_0063_bmp.rf.c0a4555b5f914b32f882e8ce69a38920.jpg,90,49,115,60,Stenosis
14_088_1_0042_bmp.rf.c128b20d8d86a7b0bfbd6d794fd6cfa9.jpg,138,57,161,69,Stenosis
14_031_8_0043_bmp.rf.c162ca7e422387f4c503553e793a2dd5.jpg,129,70,137,78,Stenosis
14_084_5_0033_bmp.rf.c00b7d8308fbe0e81584e4544a426900.jpg,85,49,105,56,Stenosis
14_048_2_0074_bmp.rf.c1dec20f909f8ee946350faa41470601.jpg,38,51,44,60,Stenosis
14_017_1_0022_bmp.rf.c1f55d5b541629645949deb18b13a4b2.jpg,93,90,105,98,Stenosis
14_051_6_0024_bmp.rf.c1280c89d08e8dd27557bccc0855cbce.jpg,108,68,116,86,Stenosis
14_062_5_0058_bmp.rf.c1e7a8d5902a76c4b09c7d0041740094.jpg,35,110,45,133,Stenosis
14_075_2_0023_bmp.rf.c1f20c80a0c8c22c98ba049ee7ee17be.jpg,45,86,58,143,Stenosis
14_007_6_0030_bmp.rf.c1f0f32d032c191b0f27bfde7e14dbc5.jpg,118,36,131,50,Stenosis
14_016_1_0068_bmp.rf.c1e1e89861ecc09f9283348345bee1bc.jpg,99,50,123,63,Stenosis
14_039_5_0071_bmp.rf.c1ab457fe95937772021d272497e4a31.jpg,66,33,76,41,Stenosis
14_028_1_0047_bmp.rf.c166bb2309872e1fd74f7ed3ce16aac6.jpg,66,57,88,67,Stenosis
14_007_3_0062_bmp.rf.c20b701e5db561559df77fdad11509e8.jpg,119,58,137,67,Stenosis
14_066_9_0056_bmp.rf.c246d7557fb3625b139e4f7c98ea3133.jpg,107,55,120,64,Stenosis
14_042_2_0044_bmp.rf.c22955b0d8412d37698ec433e4b354e5.jpg,47,54,51,59,Stenosis
14_039_1_0033_bmp.rf.c27fef2627461dd149aac025f3ce20ed.jpg,78,35,85,45,Stenosis
14_088_1_0059_bmp.rf.c07ad47426708c469f10e94d25679109.jpg,136,51,161,63,Stenosis
14_048_4_0075_bmp.rf.c211cdb4bbdd0fdd80f14fa7bae664d8.jpg,64,15,71,20,Stenosis
14_032_7_0029_bmp.rf.c28aae89099a085d703ecb08e80c3bbe.jpg,99,99,108,105,Stenosis
14_096_2_0011_bmp.rf.c208ce4c058a688526e848fd801d5a68.jpg,9,101,18,114,Stenosis
14_066_10_0050_bmp.rf.c28a0171ca1f57edba3b4f29908df82f.jpg,67,56,74,64,Stenosis
14_096_3_0044_bmp.rf.c294c9d3531189f6cb74a715ee3585a0.jpg,92,45,104,52,Stenosis
14_031_5_0033_bmp.rf.c141980685d0959f665597eda07992a8.jpg,138,53,148,64,Stenosis
14_083_1_0046_bmp.rf.bf977aaefe7cfbf4ce7b9c964860875b.jpg,78,43,108,52,Stenosis
14_051_8_0032_bmp.rf.c1f38c93d65fb804e7e14d58d08345c5.jpg,59,39,82,49,Stenosis
14_007_6_0053_bmp.rf.c25ebd97ce26fdbf52f12ef390ee10ef.jpg,126,43,139,55,Stenosis
14_029_4_0084_bmp.rf.c2a7cd73f95ded457b80b7fd6890cbd7.jpg,149,56,160,71,Stenosis
14_021_16_0037_bmp.rf.c2019bd250aff896458a531c9773c008.jpg,42,19,52,34,Stenosis
14_064_3_0025_bmp.rf.c22cbd8beaec055753ceb6061b163412.jpg,113,84,121,101,Stenosis
14_018_6_0041_bmp.rf.c245b688c4560642e115f76ce5f99b6c.jpg,55,52,70,70,Stenosis
14_029_4_0065_bmp.rf.c308c3b62fe95d2f331c5bba415eff3a.jpg,149,49,161,63,Stenosis
14_084_6_0053_bmp.rf.c2a8be50f70aa4bff381a82f15b7d027.jpg,134,70,149,86,Stenosis
14_021_35_0015_bmp.rf.c2f566abc079d0d98bd6b074b8b0cd90.jpg,153,50,165,66,Stenosis
14_064_2_0067_bmp.rf.c29e982fe3c653ec21047b70c338d991.jpg,96,92,111,118,Stenosis
14_021_4_0049_bmp.rf.c325716639fa29e4f8d33d6700aeafd7.jpg,80,107,115,121,Stenosis
14_021_6_0058_bmp.rf.c2a83df08f29f706c21e979662091915.jpg,117,49,131,65,Stenosis
14_003_2_0010_bmp.rf.c2681f43d431d480d4642aed1569444c.jpg,62,92,86,108,Stenosis
14_039_4_0052_bmp.rf.c2f70b33e76fa88a4edf3c18512b0f22.jpg,61,66,68,71,Stenosis
14_022_1_0069_bmp.rf.c326634536bfaf0ec36ac58602b2a8b2.jpg,64,82,73,97,Stenosis
14_064_2_0050_bmp.rf.c1e63d9703032f7f4757553592e26252.jpg,119,102,134,128,Stenosis
14_029_6_0052_bmp.rf.c3427956c0740510ab9654a99c0ddf39.jpg,23,102,34,111,Stenosis
14_096_6_0043_bmp.rf.c3a15569d715f8cf9a4fd26e63a6349f.jpg,66,61,100,72,Stenosis
14_019_5_0055_bmp.rf.c3d136cef8dd65736d16f63f48dee5dc.jpg,104,49,120,58,Stenosis
14_021_5_0062_bmp.rf.c3535b68b103632a46ab7464306c5c91.jpg,72,65,89,78,Stenosis
14_023_2_0067_bmp.rf.c326308ef32bfb56da29f24d7b87c8a7.jpg,168,88,178,101,Stenosis
14_096_6_0045_bmp.rf.c3c43f0a87e0af723c119ed76c186768.jpg,69,61,100,72,Stenosis
14_023_4_0068_bmp.rf.c3e3ab6beae32b1768f7bf3380c0120f.jpg,75,47,86,56,Stenosis
14_095_5_0054_bmp.rf.c3b9067a36efbaed1c5a8d5c48b85f81.jpg,72,75,89,84,Stenosis
14_088_2_0028_bmp.rf.c3c8c64e337fb5971eb73decdbacd8e9.jpg,124,74,143,99,Stenosis
14_032_4_0049_bmp.rf.c40b1ca2990326ba9c7cd5468d8472fa.jpg,54,51,64,59,Stenosis
14_088_3_0044_bmp.rf.c3d62ddea9bba86b7ed0c1ea01a7258c.jpg,118,60,131,82,Stenosis
14_053_1_0072_bmp.rf.c3fbec6aecf3164ee08a940b49a5087a.jpg,39,145,57,154,Stenosis
14_075_8_0026_bmp.rf.c2a0e79a1722d2cdb3c2b0587a4befe8.jpg,100,48,124,59,Stenosis
14_031_6_0053_bmp.rf.c404b06527ee4b48e0a96fbf373579aa.jpg,99,39,106,48,Stenosis
14_059_2_0045_bmp.rf.c42ab24c1ebd9085fdb54a44b7ab2e37.jpg,46,29,62,38,Stenosis
14_096_4_0046_bmp.rf.c42773eee34c845459df53f7c7a8b306.jpg,60,53,77,61,Stenosis
14_085_1_0085_bmp.rf.c3f3aa44898d8b1e2a515f3fdcc4ba67.jpg,41,112,51,136,Stenosis
14_075_3_0026_bmp.rf.c4300506778ba95757561aac8502781a.jpg,45,94,56,113,Stenosis
14_002_5_0021_bmp.rf.c38e879dd0e670a9bedca065c0111df8.jpg,95,73,104,81,Stenosis
14_029_6_0086_bmp.rf.c42f0a9af710606254e8e97e88e12462.jpg,46,125,57,132,Stenosis
14_015_1_0015_bmp.rf.c432da2ae162b933b05d53de327f59ea.jpg,48,36,73,53,Stenosis
14_059_2_0069_bmp.rf.c46a4cfe7c048e1b6622bc2b40974229.jpg,48,33,72,42,Stenosis
14_076_3_0023_bmp.rf.c4892bbd45b6b0daafd136ddaae79598.jpg,84,82,120,87,Stenosis
14_033_4_0066_bmp.rf.c4948b2af2038e7a14c026eafcf26643.jpg,112,48,122,58,Stenosis
14_010_6_0020_bmp.rf.c49af2db45ebd0aa6d6ba6bd556aba86.jpg,46,97,60,120,Stenosis
14_088_8_0062_bmp.rf.c3c4e2cc5ad97cc812b091c99c3f6aad.jpg,174,62,193,70,Stenosis
14_077_6_0108_bmp.rf.c4506faece375257a7ebc13b48fc7fc0.jpg,111,47,132,58,Stenosis
14_057_2_0051_bmp.rf.c47438aeed2409142028d1f8b3b98323.jpg,92,36,105,47,Stenosis
14_007_10_0047_bmp.rf.c3bef719926baad57b4edda07cb66c73.jpg,117,36,131,48,Stenosis
14_018_6_0053_bmp.rf.c4658193c6ad7bc5f315a0e92d0b59d2.jpg,67,59,80,79,Stenosis
14_006_1_0082_bmp.rf.c4aca4c8cfac09e9f6e52580335d6583.jpg,119,119,150,156,Stenosis
14_015_1_0047_bmp.rf.c4b7d1e45596415a38ac5337365b77c4.jpg,54,44,77,55,Stenosis
14_021_16_0055_bmp.rf.c445bc4708484c0953969d1f4cc560cf.jpg,39,9,49,26,Stenosis
14_024_5_0070_bmp.rf.c46d036d795a5d29b05551f39b3bc4a5.jpg,133,10,143,24,Stenosis
14_033_4_0076_bmp.rf.c2df0c9fcb036bebb05d922fea1b0175.jpg,106,43,118,52,Stenosis
14_026_2_0095_bmp.rf.c4b05438f5838cfcd4dddd5c66fd8e06.jpg,49,53,65,64,Stenosis
14_029_2_0067_bmp.rf.c4bddeb5b9eb813221823f234c8aad88.jpg,48,63,56,76,Stenosis
14_018_6_0055_bmp.rf.c4abdd630f8e1b8e0b5987dd9e54405f.jpg,69,56,85,76,Stenosis
14_092_1_0055_bmp.rf.c4dc4bd0d9881a8d1dfd33e640f093a9.jpg,85,62,96,74,Stenosis
14_021_38_0036_bmp.rf.c506dfc2008964c34ec48681d0acd8d0.jpg,73,166,97,178,Stenosis
14_066_10_0049_bmp.rf.c4e61825801a45b6508aeed8cbf65dad.jpg,68,59,74,67,Stenosis
14_050_9_0032_bmp.rf.c5322270841c306b67f60404d4398e3e.jpg,116,63,121,78,Stenosis
14_098_4_0021_bmp.rf.c4c7e94703dbd0bb9c2fef1ec1da8299.jpg,76,53,93,63,Stenosis
14_075_6_0023_bmp.rf.c4eefcb678e17af7eaf6fe470b683c2f.jpg,59,42,93,50,Stenosis
14_031_3_0064_bmp.rf.c4ec41eaa719ce030e37d18f4eadb3f2.jpg,116,102,123,111,Stenosis
14_053_2_0062_bmp.rf.c52c68be138652a0d1e8c4b61ac0d0d0.jpg,42,77,65,85,Stenosis
14_024_3_0054_bmp.rf.c4c8878dcf0dc55585c27f53cd1a806c.jpg,106,98,115,113,Stenosis
14_096_3_0034_bmp.rf.c4eb942a4546706361ebdd024427e338.jpg,89,42,99,52,Stenosis
14_085_2_0070_bmp.rf.c529c3261e50f72f3b971473d06696ed.jpg,99,43,122,56,Stenosis
14_029_5_0078_bmp.rf.c5219fc8ac61782651412fc9dd53e4ac.jpg,53,125,68,135,Stenosis
14_021_15_0065_bmp.rf.c573e95fe34897b24411d0de24b01e80.jpg,103,27,114,48,Stenosis
14_029_7_0047_bmp.rf.c49df673f58fc6825104cc22410d2337.jpg,81,100,91,108,Stenosis
14_050_8_0028_bmp.rf.c58b1f9439063676bb24812fe421a937.jpg,83,59,106,67,Stenosis
14_007_3_0071_bmp.rf.c58ecd1b8e25d0935083bb86292af47a.jpg,120,54,131,66,Stenosis
14_053_4_0076_bmp.rf.c513b1b67fac97572064fc11397ea158.jpg,108,47,127,55,Stenosis
14_031_5_0058_bmp.rf.c5b46ae1fccb34db31c574656c4d0f96.jpg,132,58,145,69,Stenosis
14_062_2_0070_bmp.rf.c550003360547156f376370d3bc01245.jpg,64,29,81,43,Stenosis
14_053_2_0040_bmp.rf.c5988486c68b40c2d137dd25413e986e.jpg,42,69,64,78,Stenosis
14_023_2_0082_bmp.rf.c577c42628c12d87f54550cd1e423963.jpg,169,92,176,109,Stenosis
14_096_3_0057_bmp.rf.c50e608b7c641b123a2fa10d83d7718b.jpg,92,44,104,53,Stenosis
14_059_2_0074_bmp.rf.c5787bb762889855a98d4e6dc3b67faf.jpg,47,32,76,40,Stenosis
14_048_2_0060_bmp.rf.c53bf0aa0d6618948d928f22e607ec48.jpg,41,53,47,60,Stenosis
14_055_5_0008_bmp.rf.c53ab27662f8b2756ebc8b627f29e3ad.jpg,60,71,69,78,Stenosis
14_022_7_0031_bmp.rf.c5d774c241e5001ce6eae5ef470b127c.jpg,53,34,61,47,Stenosis
14_006_1_0140_bmp.rf.c625f0dba9bce01624fd5842cc63b83b.jpg,138,118,163,157,Stenosis
14_077_5_0036_bmp.rf.c5f2c44792e20fbfac4feebb6f289504.jpg,96,59,108,67,Stenosis
14_064_2_0053_bmp.rf.c5de9b50808b50ed2a132778c534435b.jpg,113,101,125,130,Stenosis
14_021_35_0026_bmp.rf.c5b03b0281f43427c40ed09c73ed7bc9.jpg,164,39,173,51,Stenosis
14_088_5_0042_bmp.rf.c6348cb2cda896a7d04e5852d9c3d4b0.jpg,79,77,87,100,Stenosis
14_085_4_0039_bmp.rf.c5a84273562a2f8def6f30c83c5ca3db.jpg,89,33,116,44,Stenosis
14_096_4_0066_bmp.rf.c51f72b37bda6f1f84912a0bc76a4fc7.jpg,63,63,78,71,Stenosis
14_006_1_0141_bmp.rf.c5eb4fc18888af027f5ee2213f0f1951.jpg,140,117,163,155,Stenosis
14_088_3_0031_bmp.rf.c63f5dbd3af789d42eb7f82875f67034.jpg,127,82,136,105,Stenosis
14_084_9_0050_bmp.rf.c5da8ae5163fe87fa1ea8ee58d1b36c0.jpg,79,8,99,20,Stenosis
14_095_8_0049_bmp.rf.c6d3f6753ac51c1fd35bd8a84f87fe16.jpg,64,50,75,61,Stenosis
14_085_4_0068_bmp.rf.c68486df659452008393e76c72ff067e.jpg,88,46,111,60,Stenosis
14_066_10_0047_bmp.rf.c63316ed8941c1a20f51128fbf4bad32.jpg,73,58,80,66,Stenosis
14_084_4_0015_bmp.rf.c60dd7d5b5aaade07e8484fe50bdc932.jpg,59,108,69,118,Stenosis
14_066_7_0042_bmp.rf.c6b0be09c0872731439d954d87edd102.jpg,49,22,57,39,Stenosis
14_029_1_0034_bmp.rf.c6ac8b49617475e8dffa301a6e94bf0d.jpg,97,86,107,97,Stenosis
14_092_2_0026_bmp.rf.c67e503a1dfe853fce0f6bc68441dcdc.jpg,104,43,119,53,Stenosis
14_053_1_0060_bmp.rf.c682fe5ff598897f6f9a5faaff2c5901.jpg,49,145,68,158,Stenosis
14_019_5_0045_bmp.rf.c6c2e429d4714f4ececf8a8778bcec6b.jpg,111,27,134,38,Stenosis
14_032_4_0029_bmp.rf.c6d8736845cfe40d926aa6e41fd044af.jpg,47,49,61,57,Stenosis
14_024_3_0028_bmp.rf.c694b9afff0d6e534a949388c988ae11.jpg,97,87,107,99,Stenosis
14_023_4_0060_bmp.rf.c6671a14a1eda95b14ff14d5e23f3d42.jpg,76,54,89,64,Stenosis
14_021_6_0042_bmp.rf.c6442ac81e1bfdc5857479d5ff30ba53.jpg,105,43,123,59,Stenosis
14_051_8_0027_bmp.rf.c6b265350703dcb13b7e64a41b7bcc84.jpg,68,38,89,47,Stenosis
14_057_2_0061_bmp.rf.c6ba343e2c331fc933ed9ea48f3b6a6f.jpg,94,38,107,51,Stenosis
14_007_8_0105_bmp.rf.c6e611d637ad937511b43f5a8338eb9c.jpg,126,51,141,61,Stenosis
14_024_1_0050_bmp.rf.c6f0eb4e7948a5a5ebadc9eb34af586b.jpg,47,45,60,56,Stenosis
14_033_3_0049_bmp.rf.c767388b5246d8ca2e26bab17fa02c1f.jpg,107,44,117,51,Stenosis
14_048_3_0062_bmp.rf.c70e7a7b10601cecc32474dc586345fa.jpg,109,47,113,51,Stenosis
14_042_4_0051_bmp.rf.c6e76f9427213492111f4da6729fa528.jpg,147,98,151,104,Stenosis
14_039_5_0072_bmp.rf.c66b830ff5b9a97f6dce0ed729ebb707.jpg,65,33,73,39,Stenosis
14_075_5_0023_bmp.rf.c62ce71cae71b38db7fd9d6f00552cfa.jpg,77,23,95,32,Stenosis
14_007_5_0076_bmp.rf.c7622d842cf0e36385e2b5310246ae33.jpg,104,47,116,57,Stenosis
14_022_6_0046_bmp.rf.c74991c7da0e66c84dec6b56ca2694a5.jpg,37,82,50,111,Stenosis
14_016_1_0007_bmp.rf.c72c3cf1a0233fbbb0b5798656a237bc.jpg,94,63,113,76,Stenosis
14_077_6_0059_bmp.rf.c787d85385c991c4a5741ccc9222c72f.jpg,132,69,150,80,Stenosis
14_059_1_0063_bmp.rf.c6fe5e0e8eda16926cb844d1c0e3c312.jpg,105,103,132,116,Stenosis
14_003_1_0023_bmp.rf.c7254b1bde775a22baf5c15df411eaac.jpg,73,120,91,132,Stenosis
14_050_9_0036_bmp.rf.c6da57a9fbfb400c707352ca94701edc.jpg,113,58,120,73,Stenosis
14_066_7_0069_bmp.rf.c7668a94c443b0fe8700a3e375e24b5b.jpg,50,27,59,44,Stenosis
14_066_2_0037_bmp.rf.c77a361cce52508b58601d3fa8764fd0.jpg,111,32,121,38,Stenosis
14_029_5_0069_bmp.rf.c79a9258b76d3ae5a0386fd0e62283fb.jpg,52,107,60,120,Stenosis
14_032_6_0041_bmp.rf.c792a7919020a9d91430f023e99dbc3f.jpg,127,73,135,82,Stenosis
14_051_5_0031_bmp.rf.c7703a3c8d1f7556b0cf3b53f9b94677.jpg,68,53,88,62,Stenosis
14_050_10_0045_bmp.rf.c7a1615a807801db7aa0ea9b8a6fcaba.jpg,96,79,120,87,Stenosis
14_049_1_0036_bmp.rf.c7d3037641d10d0493c8b7c0646174b7.jpg,90,41,97,46,Stenosis
14_039_4_0058_bmp.rf.c79b53dfd66fdb72ac695bf4b37a60dd.jpg,70,64,76,71,Stenosis
14_053_5_0031_bmp.rf.c78c69aab275caa54b8af63864ee75c9.jpg,53,16,67,22,Stenosis
14_088_8_0082_bmp.rf.c7c57056e23db8e4b2004be56073c408.jpg,117,86,135,96,Stenosis
14_031_4_0031_bmp.rf.c75750f378fb6de1414e99180cf54b60.jpg,117,89,125,98,Stenosis
14_092_2_0043_bmp.rf.c7e5c1262e26c2b45e3d8cd45a2a21d9.jpg,97,37,113,46,Stenosis
14_088_1_0055_bmp.rf.c7c5740593d58d302f06a74fb61bea49.jpg,130,46,151,58,Stenosis
14_021_29_0013_bmp.rf.c706cb52a9f0c206ee22ef0a54298981.jpg,105,62,117,72,Stenosis
14_085_1_0065_bmp.rf.c7cd4f288c028108b34e243ef35e5883.jpg,43,121,54,139,Stenosis
14_024_2_0052_bmp.rf.c7f0c232ddfbc6e573b352a5493a24ff.jpg,66,40,79,50,Stenosis
14_050_9_0022_bmp.rf.c82a4f5a4836ef58d81fe6ef60aa8707.jpg,115,56,121,72,Stenosis
14_070_3_0041_bmp.rf.c8013e2e7e3d95a763c4d8c2625ea54d.jpg,111,127,128,142,Stenosis
14_029_6_0073_bmp.rf.c77454fac1c1c0e0969ffddf9a53dbf2.jpg,30,104,39,111,Stenosis
14_007_6_0029_bmp.rf.c806b0471f1eda0f41e36276b945f76e.jpg,119,36,132,49,Stenosis
14_029_6_0100_bmp.rf.c83e945d2a1f220e8203de8aaffd2287.jpg,22,101,31,110,Stenosis
14_014_1_0029_bmp.rf.c8102e00cb9acd62319a5ffb02558aa3.jpg,64,53,88,69,Stenosis
14_095_7_0030_bmp.rf.c848cc1090900c82c661d237b4e42769.jpg,35,65,42,77,Stenosis
14_033_3_0080_bmp.rf.c7ee1f698f461d682209e2cf3683e8cb.jpg,104,43,112,48,Stenosis
14_032_6_0064_bmp.rf.c84eb64dca04aee4ef49ac1238d7eb0c.jpg,118,53,126,63,Stenosis
14_084_1_0054_bmp.rf.c7f5b6496e004a7ae818250612fadb9a.jpg,49,86,59,99,Stenosis
14_050_8_0051_bmp.rf.c84276663c7ff72245eb50484655ce4f.jpg,79,58,95,64,Stenosis
14_026_2_0110_bmp.rf.c83bfbf3cd19a8ae4b17943f8f95c542.jpg,46,64,62,76,Stenosis
14_014_1_0024_bmp.rf.c7d37bddcae300434173ca6e28e2e208.jpg,69,52,95,65,Stenosis
14_075_1_0023_bmp.rf.c846aaa6ca4ce403e8662c94cc6510d8.jpg,43,65,55,119,Stenosis
14_028_3_0076_bmp.rf.c83101f2bb90198603e3c7c158680b41.jpg,85,63,103,78,Stenosis
14_029_4_0059_bmp.rf.c7a77848c9b6bcd0a06bc54e0948be55.jpg,147,47,156,61,Stenosis
14_087_3_0076_bmp.rf.c8512e3dcd25a1607c4ee4f7f4271902.jpg,61,28,83,40,Stenosis
14_023_2_0083_bmp.rf.c8bbda90da8c826c2d227e2db36be61e.jpg,169,93,177,110,Stenosis
14_087_2_0086_bmp.rf.c8c5fea534352d28fc706be8dbcccc60.jpg,67,74,94,82,Stenosis
14_087_1_0069_bmp.rf.c8d0e260a8c6db16fcbf17c1a48f28f9.jpg,77,80,94,90,Stenosis
